,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
2062,US,"This brilliant Sauvignon Blanc should be scooped up by sommeliers. It's exceptionally dry and tart in citrusy acids, with a mineral scour that's perfect for shellfish or savory appetizers. The flavors are of lemons, limes, gooseberries and white pepper. Beautiful and compelling.",,91,17,California,Napa Valley,Napa,,,Broman 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Broman
2063,France,"From 100% grand cru Chardonnay vineyards in the Côte des Blancs, this is a rich but almost bone-dry wine. It has a great mineral character that offers freshness, apple skins and a flinty edge. The disgorgement date is indicated on the bottle. Impressive, this would benefit from six months' aging.",Réserve Blanc de Blancs Brut,91,60,Champagne,Champagne,,Roger Voss,@vossroger,De Sousa & Fils NV Réserve Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,De Sousa & Fils
2064,US,"From a cool part of the valley, this wine is marked by fresh acids that give it a grapey jamminess. It's very rich in black cherries, black raspberries and toast, and very dry. Feels sharp and angular now. Give it through 2010 to calm down.",Dutton Ranch-Freestone Hill Vineyard,91,58,California,Russian River Valley,Sonoma,,,Dutton-Goldfield 2007 Dutton Ranch-Freestone Hill Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield
2065,US,"A beautiful Gewürz that could get more people to drink this Alsatian variety. It's dry and crisp, with rich flavors of citrus and tropical fruits, honeysuckle flowers, lychee nuts, vanilla and Asian spices.",Dutton Ranch-Green Valley Vineyard,90,25,California,Green Valley,Sonoma,,,Dutton-Goldfield 2008 Dutton Ranch-Green Valley Vineyard Gewürztraminer (Green Valley),Gewürztraminer,Dutton-Goldfield
2066,US,"You want black pepper? You'll get plenty of it in this dry, interesting Rhône blend of Mourvèdre and Syrah. It has briary flavors of wild blackberries, with an edge of leather, tobacco and herbs, and is thoroughly dry. Pretty tannic, too. An interesting wine, and one to watch.",River of Skulls Dalton Vineyard,90,35,California,Calaveras County,Sierra Foothills,,,Twisted Oak 2007 River of Skulls Dalton Vineyard Red (Calaveras County),Rhône-style Red Blend,Twisted Oak
2067,US,"A very fine Cabernet, dry and firm, but it needs a little time in the cellar. Astringent now, it has a deep core of black currants and cedar, with the polished tannins that Napa so easily crafts. Try between 2010–2012.",Beckstoffer Missouri Hopper Vineyard,90,65,California,Napa Valley,Napa,,,Waypoint 2006 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Waypoint
2068,US,"Much improved, with different vineyard sources than in 2004, this strong, varietal Cabernet mixes cassis, black cherry, light herb and hints of moist earth. Aging for 18 months in new French oak brings in coffee and chocolate, balanced and subtly displayed. Nice details of leaf and leather run richly into the tannins.",,90,36,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Whitman Cellars 2005 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Whitman Cellars
2069,US,"A good Cab, dry and balanced, whose tannins are richly impressive and sweet. Shows a good tension between the oak and the ripe black currants. Easy to like, and should develop for a few years.",,90,35,California,Sonoma County,Sonoma,,,Wild Oak by St. Francis 2005 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Wild Oak by St. Francis
2070,US,"Elegantly structured, with firm tannins, a silky texture and a fine balance of fruit, acidity and oak. Shows cherry, red currant, cola and sandalwood flavors that are delicious, but those tannins close in on the finish, making the wine hard. Try after 2011.",La Encantada Vineyard,90,49,California,Sta. Rita Hills,Central Coast,,,Alma Rosa 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Alma Rosa
2071,France,"A 50/50 blend of Merlot and Cabernet Sauvignon, this shows big fruity flavors tempered with a dry core of tannins. There is a stalky element of black currant skins which adds to the sensation of dryness, but there is also a more mouthfilling character of black plum juice to give the wine a final roundness.",,90,31,Bordeaux,Graves,,Roger Voss,@vossroger,Vieux Château Gaubert 2005  Graves,Bordeaux-style Red Blend,Vieux Château Gaubert
2072,Italy,"This is a thickly extracted Amarone with fruit-driven aromas of strawberry, cherry and blackberry preserves. It is inky and dark in color with impenetrable density and a smooth quality to its tannins. Allegrini is one of the most historic and well-respected producers in Valpolicella.",,90,,Veneto,Amarone della Valpolicella Classico,,,,Allegrini 2004  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Allegrini
2073,US,"Tangy berry/black cherry fruit is backed with lots of acid and hints of earthy funk. It's not vegetal but it is definitely herbal, a complex and flavorful reserve that falls right between Balboa's regular Syrah and the Sayulita.",Reserve,90,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Balboa 2007 Reserve Red (Columbia Valley (WA)),Red Blend,Balboa
2074,Italy,"Lamorèmio is a blend of Nerello Mascalese, Cabernet Sauvignon and Nero d'Avola in equal parts that tastes of Indian spice, clove, sweet cinnamon and blackberry. You'll also get a touch of caper or green olive that rides on the heels of the wine's smooth, supple mouthfeel.",Lamorèmio,90,45,Sicily & Sardinia,Sicilia,,,,Benanti 2005 Lamorèmio Red (Sicilia),Red Blend,Benanti
2075,Italy,"Il Monovitigno is a pure expression of Nerello Mascalese—Mt. Etna's most promising variety—with aromas of black olive, Indian spice, mesquite, black fruit and volcanic ash. It's tonic and fresh in the mouth and encourages a pairing with spicy meat recipes.",Il Monovitigno,90,41,Sicily & Sardinia,Sicilia,,,,Benanti 2006 Il Monovitigno Nerello Mascalese (Sicilia),Nerello Mascalese,Benanti
2076,France,"A richly Merlot wine, soft, ripe, packed with black jelly flavors, sweet acidity and generous balanced tannins. The flavors come together in a balanced, rich way. An attractive wine, ready to drink now.",,90,37,Bordeaux,Lalande de Pomerol,,Roger Voss,@vossroger,Château Pavillon Bel-Air 2006  Lalande de Pomerol,Bordeaux-style Red Blend,Château Pavillon Bel-Air
2077,US,"Opulence is the reserve Syrah, a firm and juicy wine with dark, smoky, wild berry flavors. It's gamy and brambly, chewy and tart, and it has the length and polish to sustain your interest through glass after glass.",Opulence,90,40,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Coeur d'Alene 2006 Opulence Syrah (Washington),Syrah,Coeur d'Alene
2078,Chile,"We won't call this the best Terrunyo SB to date, but it is typically clean, mineral and full of lime and passion fruit. The overall balance and purity are up the ladder, while the flavors of green fruits, passion fruit, brine and lime don't hold back. Top notch SB from Chile to drink now.",Terrunyo El Triángulo Vineyard Block: 28,90,25,Casablanca Valley,,,Michael Schachner,@wineschach,Concha y Toro 2008 Terrunyo El Triángulo Vineyard Block: 28 Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Concha y Toro
2079,France,"Following the elegant Deutz tradition, this wine has a character that is light as a feather, but still anchored into vivid red fruits and tight acidity, leavened by a softness. The final taste is soft, but well integrated.",Rosé Brut,90,85,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2005 Rosé Brut  (Champagne),Champagne Blend,Deutz
2080,US,"Ripe and oaky. May fall a bit short on complexity and finesse, but makes up for it in sheer power. Pineapple crème brûlée, spicy green apple butter, ripe pear, Asian spices and smoky oak are the flavors, backed with firm acidity.",,90,28,California,Russian River Valley,Sonoma,,,J Vineyards & Winery 2007 Chardonnay (Russian River Valley),Chardonnay,J Vineyards & Winery
2081,US,"Young and fresh in citrusy acidity, with forward fruit flavors of cherries, raspberries, pomegranates, cola, bacon and sweet oak. Good and dry and silky, but immature.",Stony Point Vineyards,90,35,California,Sonoma Coast,Sonoma,,,James Family Cellars 2007 Stony Point Vineyards Pinot Noir (Sonoma Coast),Pinot Noir,James Family Cellars
2082,US,"This is an example of a lighter, drier style of Cabernet that maintains great elegance and charm. It's very dry, showing blackberry, black currant, herb and cedar flavors wrapped into firm tannins, and brightened with crispness. Best now–2011.",,90,42,California,Napa Valley,Napa,,,Long Meadow Ranch 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Long Meadow Ranch
2083,Argentina,"Aggressive smelling early on but then it settles on classy raspberry, cassis and herbs. The palate is very healthy, juicy, rich and big, but the flavors of dark berry fruit are subtle and smooth. Chunky, sweet and ripe on the finish. A Malbec to drink this winter. Only 300 cases produced.",Cuartel 2 Marchiori Vineyard,90,39,Mendoza Province,Perdriel,,Michael Schachner,@wineschach,Marchiori & Barraud 2007 Cuartel 2 Marchiori Vineyard Malbec (Perdriel),Malbec,Marchiori & Barraud
2084,Chile,"It's been a while since we've reviewed this wine, so this is a fine comeback. Plum, blackberry and rubber aromas are solid, but the real star is the palate, which is smooth and thick, with lush dark fruit flavors and a smoky background. Good, slightly herbal and long on the finish.",Edición Limitada,90,22,Maipo Valley,,,Michael Schachner,@wineschach,Morandé 2007 Edición Limitada Carmenère (Maipo Valley),Carmenère,Morandé
2085,US,"It's hard to make Petite Sirah smooth and elegant, but Newsome-Harlow has done it. The wine shows classically fine tannins, while the flavors run toward milk chocolate, ripe blackberries and lots of crushed black pepper. Delicious and refined, a great wine for peppersteak.",El Portal,90,24,California,Calaveras County,Sierra Foothills,,,Newsome-Harlow 2007 El Portal Petite Sirah (Calaveras County),Petite Sirah,Newsome-Harlow
2086,US,"Great now with lamb, this Pinot is softly complex and forward in fruit, with a silky texture. It shows cherry, raspberry, mocha, anise and smoky oak flavors. Best now and for a few more years.",Turner Vineyard,90,50,California,Sta. Rita Hills,Central Coast,,,Pali 2007 Turner Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Pali
2087,US,"This is Peju's best Sauvignon Blanc in many years. It's bone dry and elegantly crisp in acidity, a clean, vibrant, food-friendly wine. With just a hint of oak, it shows rich flavors of Meyer lemons and limes, with exotic notes of papaya and white flowers. What a great comeback.",,90,22,California,Napa Valley,Napa,,,Peju 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Peju
2088,US,"Could almost be Zinfandel, it's so spicy and briary, with wild berry, red currant and tobacco flavors. But it's lighter in body, with the silky texture of Pinot Noir, and drier than any Zin could be. A lovely, complex and food-friendly wine.",Wine Creek Ranch,90,26,California,Dry Creek Valley,Sonoma,,,Quivira 2007 Wine Creek Ranch Grenache (Dry Creek Valley),Grenache,Quivira
2089,France,"If you want to taste ripe Pinot Noir in Champagne, this grand cru blend (with 40% Chardonnay, 60% Pinot Noir) from Soutiran is where to come. The wine has weight, delicious white fruits and kiwi, and a textured mouthfeel. It is concentrated, certainly in a food wine style.",Brut Grand Cru,90,60,Champagne,Champagne,,Roger Voss,@vossroger,Soutiran NV Brut Grand Cru  (Champagne),Champagne Blend,Soutiran
2090,US,"A nicely crafted debut from a new Walla Walla boutique. The blend—two thirds Cabernet Sauvignon, one third Syrah—is becoming a classic in Walla Walla. This wraps delicious caramel around bright berries and plums. It's nicely focused, smooth and compact, but feels like a wine that will flesh out with a bit more bottle age.",Beet Red,90,19,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,SuLei 2007 Beet Red Red (Walla Walla Valley (WA)),Red Blend,SuLei
2091,Portugal,"Named after local nobility in the city of Borba, this is a popular brand in Portugal. In its white manifestation, the wine is soft, very clean, with pear and cinnamon flavors, the texture just moving toward fat, but working well as a food wine.",Marquês de Borba,87,12,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2006 Marquês de Borba White (Alentejo),Portuguese White,J. Portugal Ramos
2092,Italy,"Honey, kiwi, mango and peach come to mind and color an easy, but fragrant Grigio from the mountains of northern Italy that would pair well with exotic or Asian foods. It closes with spicy acidity and is a perfect palate cleaner.",,87,13,Northeastern Italy,Alto Adige,,,,Tolloy 2007 Pinot Grigio (Alto Adige),Pinot Grigio,Tolloy
2093,Italy,"This Pinot Grigio from northern Italy has good density and direct aromas of honey, peach and grapefruit that make for a well balanced ensemble. The wine is fresh and clean and would pair with grilled calamari or Thai mango shrimp.",,87,20,Northeastern Italy,Collio,,,,Pighin 2006 Pinot Grigio (Collio),Pinot Grigio,Pighin
2094,Portugal,"A fine, crisp wine, with delicious green apple flavors and a tang of lime, a touch of yeast, and a dry, fresh aftertaste. There's a delicious bite to this fragrant wine.",Solar de Serrade,87,17,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Serrade 2006 Solar de Serrade Alvarinho (Vinho Verde),Alvarinho,Quinta de Serrade
2095,US,"A nice, crisp Chard that has pineapple, peach, pear and caramel-vanilla flavors that turn honeyed and spicy on the finish. From the Sonoma producer Ty Caton.",,87,12,California,Central Coast,Central Coast,,,Racchus 2005 Chardonnay (Central Coast),Chardonnay,Racchus
2096,Italy,This delightful Pinot Grigio offers remarkable clarity and precision and generous tones of stone fruit and citrus while being creamy and rich in density. Pair it with your favorite seafood recipes.,Sot Lis Rivis,87,29,Northeastern Italy,Isonzo del Friuli,,,,Ronco del Gelso 2006 Sot Lis Rivis Pinot Grigio (Isonzo del Friuli),Pinot Grigio,Ronco del Gelso
2097,US,"Forward and easy in cherry, currant, raspberry, tangerine zest, cola and peppery spice flavors, this Zin has a gentle texture. There's also a wealth of firm, dusty tannins that could help the wine age for a few years.",Cougar Hill,87,18,California,Amador County,Sierra Foothills,,,Sobon Estate 2006 Cougar Hill Zinfandel (Amador County),Zinfandel,Sobon Estate
2098,Italy,"Creamy and full in the glass with thick streaks of glycerin, this is a luminous white blend with pretty aromas of stone fruit, honey and peach cobbler. The wine has a smooth, full consistency and a soft, generous finish.",Vineis,87,21,Northeastern Italy,Colli Orientali del Friuli,,,,Rocca Bernarda 2006 Vineis White (Colli Orientali del Friuli),White Blend,Rocca Bernarda
2099,US,"Dark, soft and rich, this single-vineyard Pinot brims with deep, almost brooding flavors of red currants, cherries, red plums, mocha and dusty spices. It also has an edge of tannins that will help it negotiate a good steak. Drink over the next several years.",Encell Vineyard,87,30,California,San Luis Obispo County,Central Coast,,,Stephen's 2005 Encell Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Stephen's
2100,US,"Former Wild Horse proprietor Ken Volk is back with his own personal brand after selling the winery. He's sourced his fruit from this very famous old vineyard. It's a good start, a deep golden wine showing ripe apricot, pear and sweet smoky oak flavors.",Sierra Madre Vineyard,87,24,California,Santa Maria Valley,Central Coast,,,Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Kenneth Volk
2101,US,"A very easy wine to like. It's so softly balanced, so rich in cherries, licorice and smoky vanilla, so light in texture, you could drink it as a cocktail wine. But it will also nicely complement a wide variety of foods.",Reserve,87,20,California,El Dorado,Sierra Foothills,,,Lava Cap 2004 Reserve Cabernet Franc (El Dorado),Cabernet Franc,Lava Cap
2102,Italy,"This Manzoni (a cross between Riesling and Pinot Bianco) opens with a pretty, luminous glow and offers pristine aromas of stone fruit, mango and vanilla. Natural structure and smoothness underscore the variety's pairing potential with most Thai or Indian dishes.",Incrocio Manzoni 6.0.13,87,,Northeastern Italy,Colli Trevigiani,,,,Masottina 2006 Incrocio Manzoni 6.0.13 Manzoni (Colli Trevigiani),Manzoni,Masottina
2103,Italy,"Although Pinot Grigios are white wines, you could consider this a rosé instead because of its luminous copper color. The wine boasts a thick, creamy consistency and has a generous, plush feel in the mouth. It's a special and carefully crafted wine.",Amplius,87,22,Northeastern Italy,Colli Orientali del Friuli,,,,Comelli 2006 Amplius Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Comelli
2104,Portugal,"Ripe, smooth, just veering toward rustic, but also showing a fine balance of tannins and sweet fruit. It is certainly rich, while the spicy character, with the dried fruits, is generous. The acidity is understated.",Aragonez,87,,Alentejano,,,Roger Voss,@vossroger,Cortes de Cima 2005 Aragonez Aragonês (Alentejano),Aragonês,Cortes de Cima
2105,Chile,"A little sweet, dense and pasty on the nose, and that's also how the wine plays out. It's a ripe style of Carmenère, with brooding but not overly expressive black-fruit flavors. Ripeness is clearly not an issue as it shows no vegetal or herbal notes. Simply big, bold and not terribly unique.",Legado Reserva,87,15,Maipo Valley,,,Michael Schachner,@wineschach,De Martino 2006 Legado Reserva Carmenère (Maipo Valley),Carmenère,De Martino
2106,Italy,"This is a fuller and creamier rendition of Pinot Grigio with pretty aromas of honey, peach blossom and melon that give the wine a fragrant aromatic lift. It leaves a lean but smooth impression in the mouth and ends with bright citrus flavors. Imported by MW Imports.",Villa Canlungo,87,19,Northeastern Italy,Collio,,,,Eugenio Collavini 2007 Villa Canlungo Pinot Grigio (Collio),Pinot Grigio,Eugenio Collavini
2107,US,"You don't think of Livermore Valley as Pinot territory, but this is a pretty nice wine. It's medium-bodied and silky, with pleasurable flavors of cherries, red currants, cola, vanilla and smoke, and a long, sweetly spicy finish.",,87,24,California,Livermore Valley,Central Coast,,,Fenestra 2005 Pinot Noir (Livermore Valley),Pinot Noir,Fenestra
2108,Italy,"This delicious Chardonnay offers creamy opulence and rich notes of vanilla, honey and peach. It has dense, slightly sweet, fruit flavors lavished over good structure and ends with spicy crispness. Pair it with white meat or pasta salad.",Chardonnay,87,12,Northeastern Italy,Delle Venezie,,,,Folonari 2007 Chardonnay Chardonnay (Delle Venezie),Chardonnay,Folonari
2109,US,"This Cab/Merlot/Syrah blend is very much in a Washington style, with crisp acids and tart berry and currant flavors, wrapped in chocolate and showing a few specks of pepper, presumably from the Syrah. It's solid and well-made and a good example of how Oregon vintners are breaking out of the Pinot box.",Red Wine,87,17,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Brimstone 2006 Red Wine Red (Columbia Valley (OR)),Red Blend,Brimstone
2110,Italy,"Here is a full-force Pinot Bianco with compelling notes of mature apricot, candied fruit, honey, pine nut and maple syrup. The wine has a saturated, golden hue and resin-like flavors that add texture and dimension.",Pinot Bianco,87,,Northeastern Italy,Friuli Grave,,,,Castello di Porcìa 2006 Pinot Bianco Pinot Bianco (Friuli Grave),Pinot Bianco,Castello di Porcìa
2111,France,"A blend of 70% Clairette, 15% Sémillon and 15% Rolle, this is a slightly nutty, almondy white with touches of honeyed richness and apricot. Turns a bit astringent on the finish.",Clos Victoire,87,36,Provence,Coteaux d'Aix-en-Provence,,Joe Czerwinski,@JoeCz,Château Calissanne 2006 Clos Victoire White (Coteaux d'Aix-en-Provence),White Blend,Château Calissanne
2112,France,"Here's an interesting rosé fans of obscure winegrapes will love. It's 90% Tibouren, an old variety indigenous to Provence that's known for its finesse but also for its difficulty in the vineyard. This wine also stays an entire year in tank resting on its lees, so it's not a fruit-forward rosé at all. Hints of apricot and peach are subtle, with the emphasis being on the wines crisp acids and dry finish.",Tibur,87,,Provence,Côtes de Provence,,Joe Czerwinski,@JoeCz,Château du Galoupet 2005 Tibur Rosé (Côtes de Provence),Rosé,Château du Galoupet
2113,France,"Ripe and juicy, this is packed with black currant fruit and lined with soft, open tannins. The wine has a dry core, yet this is surrounded by attractive smoky fruit and bright acidity. Ready to drink now.",,88,30,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Beauvillage 2009  Médoc,Bordeaux-style Red Blend,Château Beauvillage
2114,France,This is a very rich wine with black fruit and bitter coffee flavors and dense tannins. Its weight is almost too much for the firm structure that is underneath.,,88,30,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Cap Léon Veyrin 2009  Listrac-Médoc,Bordeaux-style Red Blend,Château Cap Léon Veyrin
2115,Greece,"Big fruit aromas of plum, raspberry and a whiff of pepper start this enjoyable red from Gerovassiliou. On the palate, flavors of spicy black fruit, clove and smoke appeal and should pair well with grilled meat dishes and stews.",Evangelo,88,79,Epanomi,,,Susan Kostrzewa,@suskostrzewa,Gerovassiliou 2007 Evangelo Red (Epanomi),Red Blend,Gerovassiliou
2116,US,"This delivers the soft, velvety texture you want in a nice Merlot, along with ripe black-cherry, anise, cola and sandalwood flavors that finish dry and spicy.",,88,20,California,Santa Ynez Valley,Central Coast,,,Firestone 2008 Merlot (Santa Ynez Valley),Merlot,Firestone
2117,US,"Tart and juicy, this nicely balanced Riesling mixes fruit flavors of orange, Meyer lemon and tangerine. The acids are natural and tangy, and the overall balance is just right.",Lawrence Vineyards Dry,88,20,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gård 2010 Lawrence Vineyards Dry Riesling (Columbia Valley (WA)),Riesling,Gård
2118,US,"A blend of approximately 50% Cabernet Sauvignon, with Merlot, Malbec, Syrah and Petit Verdot making up the remainder, this barbecue-ready wine is scented with dried herb and forest floor components. Brambly berry fruit and tart acids work to balance out the earthy tannins.",Quarry Butte Destiny Ridge Vineyards Estate Grown,88,25,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Alexandria Nicole 2009 Quarry Butte Destiny Ridge Vineyards Estate Grown Red (Horse Heaven Hills),Red Blend,Alexandria Nicole
2119,US,"Andis's 100% Barbera tempts with ripe, dried black-cherry and mint flavors, and toasty layers of coffee and toffee that linger until the finish.",,88,24,California,Amador County,Sierra Foothills,Virginie Boone,@vboone,Andis 2010 Barbera (Amador County),Barbera,Andis
2120,US,There's a savage appeal (what the French call sauvage) to this unabashedly rustic Cabernet Franc that was fermented entirely using wild yeasts. Initial notes of tomato leaf and green stem blow off to reveal aripe red fruit with a gorgeously floral character. Tart acidity and a concentrated red-cherry flavor are accented with graphite and black tea notes.,Bordo,88,20,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Anthony Nappa 2010 Bordo Cabernet Franc (North Fork of Long Island),Cabernet Franc,Anthony Nappa
2121,France,"Packed with superripe Merlot, this is rich and round. It has wood flavors and sweet, juicy black-plum fruits that are balanced by firm tannins. The finish shows some bitterness from over-extraction.",,88,,Bordeaux,Lalande de Pomerol,,Roger Voss,@vossroger,Château au Pont de Guitres 2009  Lalande de Pomerol,Bordeaux-style Red Blend,Château au Pont de Guitres
2122,France,"Now maturing, this retains its red fruits; its bright texture and acidity go with the firm tannins and dark structure. It is balanced and ready to drink.",,88,53,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Bellegrave du Poujeau 2006  Haut-Médoc,Bordeaux-style Red Blend,Château Bellegrave du Poujeau
2123,France,"This is structured and firm, with its dry tannins prominent along with blackberry and black cherry acidity. The wine does have density, a dusty texture and the chance to further age.",La Rose Saint-Vincent,88,42,Bordeaux,Lalande de Pomerol,,Roger Voss,@vossroger,Château Haut-Goujon 2008 La Rose Saint-Vincent  (Lalande de Pomerol),Bordeaux-style Red Blend,Château Haut-Goujon
2124,France,"This shows the rich density of Merlot in 2009, giving a solid structure, with dried fruit and red berry flavors and a concentrated line of tannins. Big and dense, this is ready to age.",,88,15,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château La Fleur Plaisance 2009  Montagne-Saint-Émilion,Bordeaux-style Red Blend,Château La Fleur Plaisance
2125,US,"A very rich wine—this has a warm, soft mouthfeel and ripe, jammy flavors enhanced with oak. Except for the heat, it's a lovely wine. Drink now.",Isoceles Reserve,88,98,California,Paso Robles,Central Coast,,,Justin 2008 Isoceles Reserve Red (Paso Robles),Bordeaux-style Red Blend,Justin
2126,US,"Easily as good as Chardonnays costing two or three times as much, this is a great value, and with production at 12,000 cases, it should be fairly easy to find. It's rich in orange, apricot and buttered toast flavors, with balancing acidity and a dry finish.",,88,13,California,California,California Other,,,Leese-Fitch 2010 Chardonnay (California),Chardonnay,Leese-Fitch
2127,US,"With a rich, velvety texture and flavors of black cherries, green olives and smoky cedar, this is a very nice Merlot for drinking now. Drink this with upscale fare.",Reserve,88,25,California,Oak Knoll District,Napa,,,Martin Ray 2010 Reserve Merlot (Oak Knoll District),Merlot,Martin Ray
2128,US,"This is 75% Merlot, with Cabernet, Malbec and Syrah comprising the other 25%. Despite all of the components, it tastes like there is a bit of a hole. The fruit is soft and plummy, and the overall balance is excellent.",Reserve,88,45,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Obelisco Estate 2009 Reserve Merlot (Red Mountain),Merlot,Obelisco Estate
2129,Italy,"This opens has a bold appearance with dark extraction. The aromas that follow are reminiscent of ripe cherry, cinnamon spice, plum and pulpy black fruit. Round and soft, this closes with firm grittiness.",Monfrini,88,15,Piedmont,Roero,,,,Ponchione Maurizio 2009 Monfrini  (Roero),Nebbiolo,Ponchione Maurizio
2130,France,"One of the small Sauvignon Blanc areas close to Sancerre, Menetou-Salon produces a light, crisp and herbal style of wine. This fits that bill well, its freshness contained within the flavors of hedgerow fruits and tangy acids.",Côtes de Morogues,88,22,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Fournier Père et Fils 2010 Côtes de Morogues  (Menetou-Salon),Sauvignon Blanc,Fournier Père et Fils
2131,US,"Everything in this wine is strong and obvious: With its powerful tropical fruit, sweet oak and intense finish, this is what many Americans like in Chardonnay. But as impressive as the winemaker's art is here, the flash is all on the surface. Drink up.",Ryo-Fu,88,44,California,Russian River Valley,Sonoma,,,Freeman 2010 Ryo-Fu Chardonnay (Russian River Valley),Chardonnay,Freeman
2132,France,"Smooth and rich, this has superripe Merlot. It has soft, jammy red-fruit flavors and tannins that are enveloped by the opulent texture. The tannins should allow the wine to age over 3–6 years.",Château la Fleur Poitou,88,,Bordeaux,Lussac Saint-Émilion,,Roger Voss,@vossroger,Horeau-Beylot 2010 Château la Fleur Poitou  (Lussac Saint-Émilion),Bordeaux-style Red Blend,Horeau-Beylot
2133,Italy,"Blackberry, tobacco and spice flavors give this an appropriate air of sophistication. It should pair with pizza or pasta.",Costalunga,88,10,Piedmont,Barbera d'Asti,,,,Bersano 2009 Costalunga  (Barbera d'Asti),Barbera,Bersano
2134,Italy,"Here's a rustic zesty red that has aromas of ripe berry, game and whiff of tilled soil. The gamy note carries over to the simple, quaffable palate along with ripe black cherry and a hint of dark spice. Drink soon.",,85,10,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Carletto 2015  Montepulciano d'Abruzzo,Montepulciano,Carletto
2135,Spain,"Clover and apple aromas are basic but fresh. This is simple on the palate, with little to the mouthfeel. Vapid flavors of soda crackers, spent yeast and apple cider disappear on a quick finish.",Reserva Cuvée Barcelona 1872,85,,Catalonia,Cava,,Michael Schachner,@wineschach,Codorníu NV Reserva Cuvée Barcelona 1872 Sparkling (Cava),Sparkling Blend,Codorníu
2136,US,"This superripe, late-harvest style of wine smells like raisins and dried plums. It tastes so fruity and ripe that it's sweet, with a full body to match. It would be best as a dessert wine.",,84,42,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,2Plank 2014 Zinfandel (Amador County),Zinfandel,2Plank
2137,Australia,"Brassy in color and woody in aroma, this Chardonnay is a pleasant enough drink, offering ample weight and modest pear and citrus flavors. Drink it through 2017.",Family Crest,84,21,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Angove 2014 Family Crest Chardonnay (McLaren Vale),Chardonnay,Angove
2138,Spain,"Rubbery raspberry and plum aromas are decent. This feels crisp and abrasive on the surface, but sort of empty in the middle. Lean snappy plum and raspberry flavors end with scratchy tannins and a medicinal aftertaste.",Canchales Vino Joven,84,12,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Riojanas 2015 Canchales Vino Joven  (Rioja),Tempranillo,Bodegas Riojanas
2139,Italy,"Purple flower and mature dark berry aromas lift out of the glass. Extremely simple and diluted, the palate offers suggestions of morello cherry, a hint of spice and loose-knit fleeting tannins.",,84,8,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,La Fiera 2015  Montepulciano d'Abruzzo,Montepulciano,La Fiera
2140,Spain,"Candied berry aromas lack crispness. This feels hard, with little give and depth to the palate. Burnt toasted berry flavors are hot and fall off on a clumsy finish.",,84,12,Northern Spain,Rioja,,Michael Schachner,@wineschach,Gorrebusto 2015  Rioja,Tempranillo,Gorrebusto
